codigo,descricao,estoque,unidade,custo,venda,total_custo,total_venda,lucro_percentual
004270,BIELETA BARRA ESTAB.,2.0,PC,11.64,20.952,23.28,41.904,80.0
001589,"BIELETA BARRA ESTABILIZ.,DIANT ESQ.NEW",0.0,PC,17.22,29.27,0.0,0.0,70.0
001328,BIELETA BARRA ESTABILIZ.DIANT.ASTRA/,0.0,PC,16.69,28.37,0.0,0.0,70.0
001588,BIELETA BARRA ESTABILIZ.TRAS.DIREITA,1.0,PC,17.1,30.78,17.1,30.78,80.0
004267,BIELETA BARRA ESTABILIZADORA S10 95/..,0.0,PC,17.67,30.039,0.0,0.0,70.0
002789,BIELETA BARRA ESTABILIZADORA VECTRA,0.0001,2,15.54,24.86,0.0,0.0,60.0
001911,BIELETA BARRA ESTALIZ,0.0,PC,14.92,26.856,0.0,0.0,80.0
001483,BIELETA BARRA.ESTABIL.GOL.G5.FO.X,2.0,PC,15.57,26.47,31.14,52.94,70.0
000326,BIELETA BARRA.ESTABILIZ DIANT CLIO,8.0,PC,15.0,25.5,120.0,204.0,70.0
001586,BIELETA BARRA.ESTABILIZ.DIANT.DIREITA,0.0,PC,17.12,29.1,0.0,0.0,70.0
003083,BIELETA CORCEL,0.0,PC,20.0,32.0,0.0,0.0,60.0
002480,BIELETA DIANT,1.0,PC,35.0,56.0,35.0,56.0,60.0
002590,BIELETA DIANT ASTRA 00> VECTRA 06>,1.0,PC,21.29,36.193,21.29,36.193,70.0
002618,BIELETA DIANT ASTRA 99 VECTRA,0.0,PC,29.32,46.93,0.0,0.0,60.0
002591,BIELETA DIANT DIREITA HILUX 4X4 04/10 SW,1.0,PC,29.66,53.388,29.66,53.388,80.0
006500,BIELETA DIANT DIREITO L200 4X4 TRITON 08,1.0,UN1,22.01,39.618,22.01,39.618,80.0
002592,BIELETA DIANT ESQUERDA HILUX 4X4 04>10,2.0,PC,29.66,50.422,59.32,100.844,70.0
002052,BIELETA DIANT FIESTA 97 BTC08101 COFAP,2.0,PC,24.24,41.27,48.48,82.54,70.0
001990,BIELETA DIANT FIESTA.ESCORT 97 BI2201,0.0,PC,19.52,33.21,0.0,0.0,70.0
002437,BIELETA DIANT FOX 2002/GOL 2008 BI11405,0.0,PC,19.29,30.89,0.0,0.0,60.0
006025,BIELETA DIANT GL G5 1.0/1.6 SL-207 DTB017,0.0,UN1,17.96,30.532,0.0,0.0,70.0
006357,BIELETA DIANT GOL 08/ 10108/0036 FOX,0.0,UN1,16.477,28.011,0.0,0.0,70.001
007636,BIELETA DIANT LADO DIREITO SANTA FE,0.0,PC,48.39,82.263,0.0,0.0,70.0
007635,BIELETA DIANT LADO ESQUERDO SANTA DE,0.0,PC,48.39,82.263,0.0,0.0,70.0
002616,BIELETA DIANT POLO 03 BR16153202132,5.0,PC,37.87,58.699,189.35,293.493,55.0
002598,BIELETA DIANT POLO CROSFOX N1068,6.0,PC,30.09,48.144,180.54,288.864,60.0
002524,BIELETA DIANT TUCSOM 04> L30 10/12,4.0,PC,21.36,38.448,85.44,153.792,80.0
002527,BIELETA DIANT UN0 2010> PALIO 12>,1.0,PC,19.21,34.578,19.21,34.578,80.0
007112,BIELETA DIANTEIRA ASTRA/99... 10620,2.0,PC,26.15,45.0,52.3,90.0,72.084
002868,BIELETA DIANTEIRA CORCEL/DEL,0.0,PC,12.165,21.897,0.0,0.0,80.0
004188,"BIELETA DIANTEIRA DIR.STRADA,IDEA 04/..",0.0,PC,25.0,42.5,0.0,0.0,70.0
007134,BIELETA DIANTEIRA GOL G5 30674 CADA,0.0,PC,26.15,45.0,0.0,0.0,72.084
007116,BIELETA DIANTEIRA HILUX LADO ESQUERDO,0.0,PC,29.72,50.524,0.0,0.0,70.0
007115,BIELETA DIANTEIRA LADO DIREITO HILUX,0.0,PC,29.72,50.524,0.0,0.0,70.0
009319,BIELETA ECOSPORT,2.0,PC,30.135,48.216,60.27,96.432,60.0
002920,BIELETA ESTAB DIANT S10,0.0,PC,24.22,41.174,0.0,0.0,70.0
009052,BIELETA ESTAB.NOVO UNO 2010/GRAN,2.0,UN1,33.505,53.608,67.01,107.216,60.0
005801,BIELETA ESTAB.PUNTO/STILO 2003/...,1.0,PC,26.0,28.6,26.0,28.6,10.0
006728,BIELETA ESTD.S-10 97/6121/10205/1144/153,0.0,UN1,15.64,26.588,0.0,0.0,70.0
003044,BIELETA FOX,0.0,PC,25.0,40.0,0.0,0.0,60.0
002111,BIELETA FOX/GOL 2009/ JTSB0001.009,4.0,PC,30.75,49.2,123.0,196.8,60.0
002104,BIELETA IDEA ADVENTURE LADO DIREITO,1.0,UN1,34.05,54.48,34.05,54.48,60.0
002105,BIELETA IDEA ADVENTURE LADO,1.0,UN1,34.05,54.48,34.05,54.48,60.0
007878,BIELETA LADO DIREITO /ESQUERDO,0.0,PC,22.67,38.539,0.0,0.0,70.0
009331,BIELETA NAKATA,2.0,PC,31.66,50.656,63.32,101.312,60.0
009007,BIELETA NAKATA KA 1.5/2017/2018,1.0,PC,36.64,56.792,36.64,56.792,55.0
002279,BIELETA S10,0.0,PC,13.0,20.8,0.0,0.0,60.0
004051,BIELETA STRADA BI41111D,0.0,PC,23.12,39.304,0.0,0.0,70.0
001468,BIELETA.BARR.ESTABILZ.DIANT.SANTN.QUA,0.0,PC,8.1,13.77,0.0,0.0,70.0
001484,BIELETA.BARRA.ESTABILIZ.PALIO.WEKEMD,0.0,PC,17.12,29.1,0.0,0.0,70.0
002099,BILETA DIANT ESCORT/VERONA >96 BI11202,2.0,PC,20.18,36.324,40.36,72.648,80.0
003696,BIO COOLANT ROSA R1892 RADIEX,6.0001,2,11.98,17.97,71.88,107.82,50.0
008532,BJC04147M-BANDEJA DE SUSPENSAO -,1.0,UN1,246.12,381.486,246.12,381.486,55.0
004951,BKR5E VELA IGNICAO - PEUGEOT/PALIO,4.0,PC,13.45,23.0,53.8,92.0,71.004
008439,BKR5EKC VELA DE IGNICAO NGK,4.0,PC,19.322,29.95,77.288,119.799,55.0
006100,BKR5EKC- JOGO DE VELAS CITROEM/PALIO,4.0,UN1,17.03,28.951,68.12,115.804,70.0
008191,BKR5EY VELA DE IGNICAO,4.0,PC,13.65,21.157,54.6,84.63,55.0
008188,BKR6ED VELA DE IGNICAO NGK,27.0,PC,18.202,29.124,491.454,786.356,60.002
004947,BKR6EK-JOGO DE VELAS SANDERO 1.6,8.0,V,0.00012,16.57,28.169,0.0,0.0
008370,BKR7ESB-VELA VW GOL FLEX 06/,0.0,JG,90.0,103.5,0.0,0.0,15.0
009432,BKR7ESBD VELA DE IGNICAO NGK,4.0,PC,21.987,35.18,87.948,140.72,60.0
009602,BLOCO 14X19X39 PAREDE 18MM,2.64,MI,1600.0,1760.0,4224.0,4646.4,10.0
004356,BLOCO CONCRETO,1429.0,2,2.105,2.316,3008.045,3309.993,10.0
009699,BLOCO DE CONCRETO 14X19X39 CM,1.98,MI,1900.0,2090.0,3762.0,4138.2,10.0
010015,BLOCO DE CONCRETO ESTRUTURAL 4 MPA,0.17,MI,3000.0,3300.0,510.0,561.0,10.0
003872,BOBINA IGNIC CELTA 1.4 8V 03>PRISMA 1.0,0.0,UN1,127.31,203.696,0.0,0.0,60.0
003908,"BOBINA IGNIC GOL/PARATI 1,6 8V 96/02",0.0,PC,47.9,82.0,0.0,0.0,71.19
002335,BOBINA IGNICAO CORSA 97/2005 BI0013MM,1.0,PC,167.9,285.43,167.9,285.43,70.0
002341,BOBINA IGNICAO FIESTA 1.0/1.6 99> KA,0.0,PC,75.58,130.0,0.0,0.0,72.003
002436,BOBINA IGNICAO FIAT PALI FIRE 03> DOBL,0.0,UN1,106.6,181.22,0.0,0.0,70.0
002340,BOBINA IGNICAO GOL BI0039MM,0.0,PC,86.89,139.21,0.0,0.0,60.0
002337,BOBINA IGNICAO GOL/PARATI/SAVEIRO AP,0.0,PC,49.76,85.0,0.0,0.0,70.82
008632,BOBINA IGNICAO,0.0,PC,182.0,236.6,0.0,0.0,30.0
002336,BOBINA IGNICAO PAL/SIENA/STRADA,4.0,UN1,82.0,131.2,328.0,524.8,60.0
004677,"BOBINA IGNICAO PLASTICA ECOSPORT 2,0",1.0,PC,68.55,116.535,68.55,116.535,70.0
005131,BOBINA IGNIÇAO GOL G5 U2003 NGK,0.0,2,168.23,285.991,0.0,0.0,70.0
002832,BOBINA INJECAO ELETRONICA U3001 PALIO,1.0,UN1,64.795,103.672,64.795,103.672,60.0
004354,BOBINA INSUFILME G5,2.0,MT,45.0,49.5,90.0,99.0,10.0
004845,BOIA DE NIVEL AUTOMATICA 15 AMPERES,1.0001,2,29.19,32.109,29.19,32.109,10.0
005543,BOIA TUBULAR UNO MILLER /PREMIO/ELBA,0.0,PC,80.69,137.173,0.0,0.0,70.0
000584,BOMBA .AGUA GOL. SAVE1.6 / 1.8/2.0,0.0,PC,61.35,104.36,0.0,0.0,70.0
002180,BOMBA D AGUA GOL.PARAT/1.0/16V UB0629,0.0,PC,101.13,172.03,0.0,0.0,70.0
001118,BOMBA AGUA CELTA 1.0/CORSA/8V UB0147,0.0,PC,52.41,81.236,0.0,0.0,55.0
001405,BOMBA AGUA CELTA.CORSA.1.0 8V 94/01,0.0,PC,63.21,101.27,0.0,0.0,60.0
001403,BOMBA AGUA CELTA.CORSA.1.0 8V.PRISMA,0.0,PC,65.49,104.78,0.0,0.0,60.0
003092,"BOMBA AGUA CORSA/CELTA 1,0 VHC UB0167",0.0001,2,73.94,118.4,0.0,0.0,60.0
001406,BOMBA AGUA FIESTA.FORD.KA 1.0/1.6,0.0,PC,89.04,151.47,0.0,0.0,70.0
001407,BOMBA AGUA FIORINO 96/99.PALIO 1.0 8V,0.0,PC,61.71,104.98,0.0,0.0,70.0
002594,BOMBA AGUA FIORINO PALIO WP5764,0.0,PC,52.11,83.45,0.0,0.0,60.0
002693,BOMBA AGUA,0.0,PC,72.0,115.2,0.0,0.0,60.0
001107,BOMBA AGUA GOL./PARAT/SAVEIRO1.0/,1.0,PC,68.45,116.365,68.45,116.365,70.0
001106,BOMBA AGUA PALIO 1.0/ DOBLO 1.3 16V,2.0,PC,62.59,100.144,125.18,200.288,60.0
003294,BOMBA AGUA PALIO/BOBLO 1.3 NKBA01766,0.0,PC,62.32,99.78,0.0,0.0,60.0
001245,BOMBA AGUA UNNKBA01749,1.0,PC,56.05,95.36,56.05,95.36,70.0
004197,"BOMBA AGUA UNO,PALIO 1.0 /5 96...",0.0,PC,81.0,137.7,0.0,0.0,70.0
003129,BOMBA COMBSTIVEL FLEX MM145,11.0,UN1,111.07,177.712,1221.77,1954.832,60.0
003817,BOMBA COMBUST FLEX FOX 1.0/6 8V 03/08,0.0,UN1,100.53,160.848,0.0,0.0,60.0
004743,BOMBA COMBUST INT TANQUE ESC 2.0 94/96,0.0,PC,65.05,110.585,0.0,0.0,70.0
004742,BOMBA COMBUST INT TANQUE [I.E] BCE218,0.0,PC,75.06,127.602,0.0,0.0,70.0
001408,BOMBA COMBUST.GOL 1.6/1.8,0.0,PC,58.08,98.8,0.0,0.0,70.0
002392,BOMBA COMBUSTIVEL FLEX GOL G3 1.6/8 8V,1.0,UN1,115.12,184.192,115.12,184.192,60.0
002624,BOMBA COMBUSTIVEL GASOLINA WB011,1.0,PC,88.44,150.348,88.44,150.348,70.0
001918,BOMBA COMBUSTIVEL GASOLINA PALIO,13.0,UN1,75.33,120.528,979.29,1566.864,60.0
001411,BOMBA COMBUSTIVEL,0.0,PC,49.68,84.51,0.0,0.0,70.0
003071,BOMBA COMBUSTIVEL U,0.0,PC,85.0,136.0,0.0,0.0,60.0
001147,BOMBA COMBUSTIVEL UNO FIRE,0.0001,2,0.0,213.18,0.0,0.0,70.0
003452,BOMBA COMBUSTIVEL UNO MILLE TDS FIAT,1.0,UN1,42.01,71.417,42.01,71.417,70.0
003814,BOMBA D AGUA,1.0,PC,60.75,104.0,60.75,104.0,71.193
005270,BOMBA D AGUA,2.0,PC,99.0,128.7,198.0,257.4,30.0
005269,BOMBA D AGUA,1.0,PC,42.44,72.148,42.44,72.148,70.0
005953,BOMBA D AGUA,0.0,PC,53.77,91.409,0.0,0.0,70.0
003105,BOMBA D AGUA GM STRADA 19 DENTES,1.0,UN1,72.25,115.6,72.25,115.6,60.0
009040,BOMBA D AGUA PALIO /SIENA 1.8 96 URBA,1.0,UN1,74.61,119.376,74.61,119.376,60.0
003241,BOMBA D AGUA ASTRA,1.0,PC,95.0,161.5,95.0,161.5,70.0
005708,BOMBA D AGUA CORSA/ 1.0 8V / PRISMA 1.0,1.0,PC,89.0,102.35,89.0,102.35,15.0
005867,BOMBA D AGUA FIESTA/KA 1.0/ESC/COUR.1.6,0.0,UN1,67.78,108.448,0.0,0.0,60.0
003378,"BOMBA D AGUA GOL 1,0 MIL 16V/PARATI",0.0,PC,67.59,108.31,0.0,0.0,60.0
003323,"BOMBA D AGUA GOL 1.8/2,0 AP 84> ESCORT",1.0,PC,61.09,97.744,61.09,97.744,60.0
000585,BOMBA D AGUA GOL. PARATI.1.0 .8V 2009.,1.0,PC,60.36,96.576,60.36,96.576,60.0
009059,BOMBA D AGUA GOL/PAR.1.0 MI 16V 97/,1.0,PC,126.5,151.8,126.5,151.8,20.0
002258,BOMBA D AGUA GOL/PARATI/VOYG 1.6AE,1.0,PC,52.54,90.0,52.54,90.0,71.298
010061,BOMBA D AGUA GOL1.0 MI/8V ESPEC.97/,1.0,PC,97.0,106.7,97.0,106.7,10.0
009016,BOMBA D AGUA INDISA,1.0,PC,78.41,121.535,78.41,121.535,55.0
002291,BOMBA D AGUA MOTOR CHT,0.0,PC,57.0,91.2,0.0,0.0,60.0
000586,BOMBA D AGUA UNO 1.5 94/95 FIOR,100.0,0,0.00012,67.34,114.478,0.0,0.0
005547,BOMBA D AGUA UNO/PREMIO/ELBA COM,2.0,PC,71.0,120.7,142.0,241.4,70.0
003691,BOMBA D AGUA URBA FIESTA UB0947,0.0,PC,74.53,126.701,0.0,0.0,70.0
003915,"BOMBA D AGUA URBA 0,870",1.0,UN1,54.27,86.832,54.27,86.832,60.0
003692,"BOMBA D AGUA URBA 0,940",0.0,PC,38.32,65.144,0.0,0.0,70.0
003341,BOMBA D AGUA VECTRA 2.0/.2 8V 94/12,0.0,PC,56.3,165.0,0.0,0.0,193.072
005176,BOMBA DAGUA,0.0,UN1,197.0,216.7,0.0,0.0,10.0
002844,BOMBA DE COMBUSTIVEL UNO/KOMBI,0.0,PC,70.92,121.49,0.0,0.0,70.0
007621,BOMBA DE COMBUSTIVIVEL UNIVERSAL,0.0,PC,85.78,145.826,0.0,0.0,70.0
004341,BOMBA DE OLEO - BO 725 SANTANA,1.0,PC,103.93,176.681,103.93,176.681,70.0
002753,BOMBA DE OLEO,2.0,UN1,151.81,235.305,303.62,470.611,55.0
009430,BOMBA DE OLEO INDISA FOX 1.0,1.0,PC,127.37,203.792,127.37,203.792,60.0
009393,BOMBA DE OLEO PALIO FIRE 1.0 COM,1.0,PC,203.09,324.944,203.09,324.944,60.0
008983,BOMBA DE OLEO PALIO/STRADA 1.4,0.0,PC,320.98,497.519,0.0,0.0,55.0
002158,BOMBA ELETRICA RESERVATORIO AGUA,0.0,PC,13.25,22.52,0.0,0.0,70.0
003911,"BOMBA OLEO BROSOL BR 1,000",2.0,PC,102.99,175.633,205.98,351.266,70.534
003684,"BOMBA OLEO BROSOL BR 1,200 B0725",1.0,PC,107.15,182.155,107.15,182.155,70.0
002532,BOMBA OLEO COMPLETA STRADA 1.4 SIENA,0.0,UN1,308.5,493.6,0.0,0.0,60.0
002352,BOMBA OLEO ELBA 1.5/FIORINO 1.5,0.0,PC,94.31,167.95,0.0,0.0,60.0
000804,BOMBA OLEO FIESTA ROCAM / 03 SCHADER,0.0001,2,196.04,333.268,0.0,0.0,70.0
005697,BOMBA OLEO MOTOR CORSA 1.0/ PRISMA,1.0,PC,132.78,225.726,132.78,225.726,70.0
005362,BOMBA OLEO MOTOR LOGUS 1.8 10086,0.0,UN1,131.94,211.104,0.0,0.0,60.0
003868,BOMBA OLEO STRADA MOTOR CHEVROLET,0.0,PC,238.1,404.77,0.0,0.0,70.0
002603,BOMBA OLEO UNO 1.3 10188 PALIO,3.0,UN1,299.13,463.651,897.39,1390.955,55.0
002614,BOMBA OLEO UNO FIRE NKB00140,0.0,PC,232.11,372.22,0.0,0.0,60.0
003128,BOMBA OLEO ZAFIRA S10,0.0001,2,0.0,160.0,0.0,0.0,60.0
004846,BOMBA PERIFERICA 1/2CV BIVOLT FOXLUX,1.0001,2,127.83,140.613,127.83,140.613,10.0
001404,BOMBA.COMBUSTIVEL.SAVEIRO.GOL 1.6 AE,0.0,PC,57.92,98.53,0.0,0.0,70.0
000593,BOMBA.COMBUSTIVEL.STRADA UNO FLEX,0.0001,2,0.0,333.86,0.0,0.0,70.0
003478,BORRAC.LONADA TIRANTE UNO/PREMIO/,4.0,PC,3.25,10.0,13.0,40.0,207.692
001030,BORRACHA AMORTECEDOR TRAS. GOL,0.0001,2,0.0,2.07,0.0,0.0,70.0
004684,BORRACHA BARRA ESTABILIZADORA S.D.,9.0,UN1,3.913,6.457,35.217,58.113,65.001
004685,BORRACHA BARRA ESTABILIZADORA UNO,10.0,PC,3.212,4.979,32.12,49.794,55.001
001188,BORRACHA BRACO OSCIL. TRAS. FIAT,14.0,7,2.00012,3.26,5.868,6.52,11.736
001183,BORRACHA BRACO OSCILANTE FIAT 147 .,0.0001,2,0.0,5.44,0.0,0.0,70.0
005111,BORRACHA LONADA AMORTECEDOR,2.0,2,7.2,12.96,14.4,25.92,80.0
004355,BORRACHA PT FORD/ASTRA TRIB C/ABA,0.0,PC,40.0,44.0,0.0,0.0,10.0
006556,BOSCH FLUIDO DOT3 FF4500 (20/500),5.0,CX,9.9,15.0,49.5,75.0,51.515
008329,BOTA PEGA FORTE C MED S/F PTA/AML 40 -,1.0,PR,36.18,39.798,36.18,39.798,10.0
004983,BOTINA ELAST.S/B BID.VULCAFLEX 40,1.0,PR,36.59,40.249,36.59,40.249,10.0
004231,BOTINA SEG ELAST S/BIC 38 VULCAFLEX,1.0,PR,38.44,57.66,38.44,57.66,50.0
005558,BOTINA SEG ELAST S/BIC 39 BRAVO/BRACOL,1.0,PR,40.55,44.605,40.55,44.605,10.0
004232,BOTINA SEG ELAST S/BIC 40 VULCAFLEX,1.0,PR,38.44,57.66,38.44,57.66,50.0
004233,BOTINA SEG ELAST S/BIC 42 VULCAFLEX,2.0,PR,38.44,57.66,76.88,115.32,50.0
004234,BOTINA SEG ELAST S/BIC 44 VULCAFLEX,1.0,PR,38.44,57.66,38.44,57.66,50.0
007796,BP5HS-VELA DE IGNICAO -,4.0,UN1,8.71,14.807,34.84,59.228,70.0
004967,BPR5ES- JOGO VELA UNO/ TIPO 1.0/1.3/1.6,12.0,UN1,10.985,18.675,131.82,224.1,70.004
008618,BPR5EY-VELA FIAT FORD GM VW GASOLINA,1.0,PC,67.0,80.4,67.0,80.4,20.0
005999,BPR5EYD-VELA DE IGNICAO ESCORT,16.0,UN1,16.46,26.336,263.36,421.376,60.0
008190,BPR6EYD VELA DE IGNICAO NGK,4.0,PC,12.93,20.041,51.72,80.166,55.0
007913,BPR6EYD-VELA DE IGNICAO,4.0,UN1,16.2,25.92,64.8,103.68,60.0
008189,BPR6EYZ VELA DE IGNICAO NGK,8.0,PC,15.062,23.347,120.496,186.774,55.0
005306,BR10054102398-KIT HOMOCINETICA,9.0,KT,15.587,26.499,140.283,238.489,70.0
005916,BR10054102399 AXIOS-KIT COIFA,9.0,KT,13.275,22.567,119.475,203.107,70.0
005917,BR10054102411 AXIOS- COIFA,0.0,KI,9.09,15.453,0.0,0.0,70.0
005918,BR10054102732 AXIOS-KIT JUNTA,1.0,KT,18.88,32.096,18.88,32.096,70.0
010036,BR10504401491-044.1491-KITAMORTEC,2.0,PC,101.575,162.52,203.15,325.04,60.0
005553,BR13504301688-COXIM AMORT.TRAS.FIESTA,0.0,UN1,35.94,61.098,0.0,0.0,70.0
000622,BR15101100502-BUCHA BANDEJA GOL,9.0,UN1,12.19,20.724,109.71,186.512,70.004
004531,BR6ESD-VELA RESISTIVA/GM CORSA,0.0,UN1,10.542,17.922,0.0,0.0,69.999
006387,BRA2060-BANDEJA DIANTEIRA LADO,3.0,UN1,157.46,267.682,472.38,803.046,70.0
006386,BRA2061-BANDEJA DIANTEIRA LADO,3.0,UN1,157.46,267.682,472.38,803.046,70.0
006097,BRA2152N-SUPORTE DA BARRA TENSORA,0.0,UN1,48.66,75.423,0.0,0.0,55.0
006098,BRA2153N-SUPORTE DA BARRA TENSORA,0.0,UN1,46.67,72.338,0.0,0.0,54.999
005343,BRA2154N-SUPORTE DA BARRA TENSORA,0.0,UN1,32.01,56.017,0.0,0.0,75.0
005344,BRA2155-SUPORTE DA BARRA TENSORA,1.0,UN1,35.01,59.517,35.01,59.517,70.0
007692,BRA2156-SUPORTE DA BARRA TENSORA,1.0,UN1,65.01,110.517,65.01,110.517,70.0
007706,BRA2157-SUPORTE DA BARRA TENSORA -,1.0,UN1,64.99,110.483,64.99,110.483,70.0
007010,BRA3520-BRACO AUXILIAR,1.0,UN1,156.83,243.087,156.83,243.087,55.0
006935,BRA4118-BANDEJA DIANTEIRA LADO ESQ,1.0,UN1,72.0,125.0,72.0,125.0,73.611
006936,BRA4119-BANDEJA DIANTEIRA LADO DIRET,0.0,UN1,72.0,122.4,0.0,0.0,70.0
005273,BRACO OSCILANTE SUSP DIANT UNO,2.0,PC,80.94,129.504,161.88,259.008,60.0
000696,BRACO OSCILANTE.ESCORT.86 / 96 / LADO E,1.0001,2,0.0,125.9,0.0,125.9,70.0
008463,BRACO P/CHUVEIRO ELETRICO C/ CAPA,1.0,UN1,17.17,18.887,17.17,18.887,10.0
005544,BRACO PITMAM DIRECAO S10 BLAZER 96,0.0,PC,66.65,113.305,0.0,0.0,70.0
000697,BRACO.OSCILANTE.ESCORT. VERONA 1.0/,1.0001,2,75.54,128.418,75.54,128.418,70.0
004565,BRAÇO OSCILANT DIANT LE/LD ELBA 86/96,2.0,UN1,60.3,96.48,120.6,192.96,60.0
007085,BRD0107-BARRA AXIAL DE DIRECAO SIENA,2.0,UN1,31.48,50.368,62.96,100.736,60.0
006151,BRD0281 PERFECT-ARTICULACAO AXIAL,0.0,PC,37.68,64.056,0.0,0.0,70.0
004432,BRD0281-ARTICULAÇAO DOBLO,200.0,3,2.00012,32.43,55.131,64.86,110.262
008777,BRD0288-BARRA AXIAL DE DIRECAO - NEW,1.0,UN1,26.08,40.424,26.08,40.424,55.0
006127,BRD0289 PERFECT-ARTICULA MEC NOVO,1.0,PC,34.69,58.973,34.69,58.973,70.0
008058,BRD0312-BARRA AXIAL DE DIRECAO -,2.0,UN1,42.57,65.984,85.14,131.967,55.0
004045,BRD0315- ARTICULAÇAO LOGAM/ SANDERO,1.0001,2,31.2,56.16,31.2,56.16,80.0
004959,BRD0613-BARRA AXIAL DE DIRECAO,0.0001,2,46.25,78.625,0.0,0.0,70.0
007426,BRD1037-ARTICULAÇAO PAJER/L200,1.0,UN1,63.9,108.63,63.9,108.63,70.0
005471,BRD1045-BARRA DE DIRECAO GOL,1.0,UN1,100.66,156.023,100.66,156.023,55.0
004462,BRD4529- ARTICULAÇAO PALIO/WEEK 01/16,1.0,UN1,23.85,36.968,23.85,36.968,55.0
006296,BRD4529-ARTICULACAO AXIAL ROSCA,0.0,PC,28.67,48.739,0.0,0.0,70.0
006128,BRD4530 PERFECT-ARTICUL UNO HID AXIAL,2.0,PC,33.67,57.239,67.34,114.478,70.0
005245,BRD4530-BARRA AXIAL DE DIRECAO HIDR.,2.0,UN1,32.85,55.846,65.7,111.692,70.003
006129,BRD4538 -ARTICULACAO,1.0,PC,28.58,48.586,28.58,48.586,70.0
004490,BRD4538-ARTICULAÇÃO PALIO 01.. SIENA,2.0001,2,22.33,34.611,44.66,69.223,55.0
003804,BRD4547-ARTICULAÇAO ELBA/DUMA/,0.0001,2,22.68,38.892,0.0,0.0,71.48
005241,BRD4550-BARRA AXIAL DE DIREC. MEC. FIAT,0.0,UN1,29.825,50.703,0.0,0.0,70.001
007533,BRD4558 ARTICULAÇAO PALIO,0.0,UN1,23.235,39.499,0.0,0.0,70.0
004428,BRD5115-ARTICULAÇAO GOL FOX,200.0,3,0.00012,27.776,47.22,0.0,0.0
006130,BRD5680 PERFECT-ARTICULACAO AXIAL,0.0,PC,30.96,52.632,0.0,0.0,70.0
007681,BRD5680-BARRA AXIAL DE DIRECAO -,0.0,UN1,32.04,54.468,0.0,0.0,70.0
006131,BRD6408 PERFECT-ARTICULACAO AXIAL,0.0,PC,29.35,50.0,0.0,0.0,70.357
004532,BRD6408-BARRA AXIAL DE DIRECAO,1.0,PC,33.71,57.307,33.71,57.307,70.0
005644,BRD9329-BARRA AXIAL DE DIR FIORINO 14>,5.0,UN1,22.7,36.32,113.5,181.6,60.0
009681,"BRE 34 NBR 7007 MR 250 ASTM A36 6,0M 1",28.19,KG,7.26,8.712,204.659,245.591,20.0
004029,BRIL LUB DESENGRIPANTE,12.0,X300,2.00012,5.9,12.0,11.8,24.0
004358,BRITA,67.0,2,100.0,109.999,6700.0,7369.933,9.999
004311,BRITA PRETA 1,7.0,M3,99.996,149.995,699.972,1049.965,49.999
004313,BRITA PRETA 1,2.0,M3,95.0,142.5,190.0,285.0,50.0
004314,BRITA PRETA 1,7.0,M3,100.0,150.0,700.0,1050.0,50.0
004937,BROCA CONCRETO,2.0,2,38.0,41.8,76.0,83.6,10.0
009169,"BROCA ACO RAPIDO 03,0MM PC C/10UN",1.0,UN1,20.61,32.976,20.61,32.976,60.0
009170,"BROCA ACO RAPIDO 07,0MM PC C/10UN",1.0,UN1,45.15,72.24,45.15,72.24,60.0
009171,"BROCA ACO RAPIDO 09,0MM PC C/05UN",1.0,UN1,35.57,56.912,35.57,56.912,60.0
003367,"BRONZINA CORCEL 1 FIXA SBC405J 0,50",1.0,JG,50.9,88.78,50.9,88.78,60.0
004034,"BRONZINA LEVE 0,104 SBB1035J 0,25 FOX",1.0,JG,71.82,114.912,71.82,114.912,60.0
003870,BRONZINA STRADA MOTOR CHEVROLET,0.0,JG,112.0,190.4,0.0,0.0,70.0
002473,BRONZINA BIELA FIAT,0.0,KT,32.0,51.2,0.0,0.0,60.0
007484,BRONZINA BIELA FORD ZETEC 1.8 16V / 2.0,1.0,JG,71.73,107.595,71.73,107.595,50.0
005366,BRONZINA BIELA MOTOR,0.0,JG,37.04,62.968,0.0,0.0,70.0
005705,BRONZINA BIELA MOTOR CORSA,2.0,JG,50.23,85.391,100.46,170.782,70.0
002086,BRONZINA BIELA MOTOR GOL SBB1035L,0.0,PC,58.21,98.957,0.0,0.0,70.0
002087,BRONZINA CENTRAL MOTOR GOL SBC645J,0.0,JG,94.04,150.464,0.0,0.0,60.0
005367,BRONZINA CENTRAL/MANCAL MOTOR,0.0,JG,49.54,84.218,0.0,0.0,70.0
005706,BRONZINA CENTRAL/MANCAL MOTOR,1.0,PC,88.07,149.719,88.07,149.719,70.0
002186,"BRONZINA DE BIELA SBB223J 0,25 METAL",0.0,JG,38.52,65.48,0.0,0.0,70.0
002677,BRONZINA DE BIELA VW 1.0 AT 8/16V STD,0.0,PC,52.0,83.2,0.0,0.0,60.0
002474,BRONZINA MANCALFIAT,0.0,PC,41.0,65.6,0.0,0.0,60.0
003368,"BRONZINA SBB223 J 0,50",0.0,JG,33.55,58.31,0.0,0.0,60.0
003869,"BRONZINA SPA METAL LEVE 0,112 STRADA",0.0,JG,50.28,85.476,0.0,0.0,70.0
003688,"BRONZINA SPA METAL LEVE 0,120 SBB390",0.0,PC,56.5,90.4,0.0,0.0,60.0
