codigo,descricao,estoque,unidade,custo,venda,total_custo,total_venda,lucro_percentual
009121,HFCD33 HIPPER CUBO DE RODA DIANTEIRO,1.0,PC,58.845,94.152,58.845,94.152,60.0
009757,HFCT 31 - CUBO DE RODA TRASEIRO,2.0,PC,75.16,120.256,150.32,240.512,60.0
009758,HFCT 31 - CUBO DE RODA TRASEIRO,2.0,PC,67.64,108.224,135.28,216.448,60.0
009756,HFCT 33 - CUBO DE RODA TRASEIRO,2.0,PC,101.445,162.312,202.89,324.624,60.0
009755,HFCT 37A - CUBO DE RODA TRASEIRO,3.0,PC,111.36,178.176,334.08,534.528,60.0
009760,HFCT 38 - CUBO DE RODA TRASEIRO,3.0,PC,97.93,156.688,293.79,470.064,60.0
008734,HFCT-44/A HIPPER CUBO DE RODA,2.0,PC,164.635,255.184,329.27,510.368,55.0
006633,HFCT37-CUBO DE RODA NOVO,0.0,PC,103.97,176.749,0.0,0.0,70.0
006434,HFCT37B-CUBO DE RODA,3.0,PC,158.13,253.008,474.39,759.024,60.0
008733,HFCT44 HIPPER CUBO DE RODA TRASEIRO,2.0,PC,123.75,191.813,247.5,383.625,55.0
009895,HFCT86B-CUBODERODACOMROLAMENTO,1.0,PC,159.47,255.152,159.47,255.152,60.0
008786,HG-33004 NAKATA AMORTECEDOR,2.0,PC,216.69,335.87,433.38,671.739,55.0
009911,HG30791-AMORTECEDORDIANTEIRO-NAK,0.0,PC,201.21,321.936,0.0,0.0,60.0
009820,HG31038-AMORTECEDORTRASEIRO-NAKA,0.0,PC,150.92,241.472,0.0,0.0,60.0
010152,HG31101-AMORTECEDOR TRAS NOVO,0.5,PA,322.0,354.2,161.0,177.1,10.0
009876,HG31202-AMORTECEDORTRASEIRO-GRANSI,0.0,PC,145.18,232.288,0.0,0.0,60.0
002588,HIDROVACUO FREIO CL5602,0.0,PC,179.01,286.69,0.0,0.0,60.0
003619,HIDROVACUO PALIO/STRADA SEM ABS,0.0001,2,380.13,608.208,0.0,0.0,60.0
003194,HOMOCINETICA FOX /COSFOX 1.6 S.ABS,1.0,PC,186.0,297.6,186.0,297.6,60.0
002528,HOMOCINETICA GOL G51.0 SEM ABS 1.0 22,0.0,KT,110.92,188.564,0.0,0.0,70.0
001813,HOMOCINETICA NOVO UNO 1.0/2010 PALIO,0.0,KT,107.33,182.58,0.0,0.0,70.0
004700,HOMOCINETICA UNO/PREMIO/ELBA,1.0,UN1,89.64,152.388,89.64,152.388,70.0
000198,HOMOCINETICA /PALIO/SIENA/,2.0,PC,118.645,183.9,237.29,367.799,55.0
000201,HOMOCINETICA CELTA/1.0/CORSA1.0/1.4/94/,0.0,KT,66.59,106.59,0.0,0.0,60.0
002593,HOMOCINETICA DOBLO ADVENTURE 1.8,0.0,KT,189.51,322.167,0.0,0.0,70.0
000892,"HOMOCINETICA ESCORT,1.8 / 2.0 / 92/97",0.0001,2,111.0,188.7,0.0,0.0,70.0
001189,HOMOCINETICA FOX . GOL .1.0 8V 04/,1.0001,2,0.0,309.47,0.0,309.47,70.0
001187,HOMOCINETICA FOX. GOL 1.0 8V 04/10,0.0001,2,0.0,309.47,0.0,0.0,70.0
000203,HOMOCINETICA FOX/GOL/,1.0001,2,0.0,237.83,0.0,237.83,70.0
002207,HOMOCINETICA GOL SAV 1.6,0.0,PC,63.0,107.1,0.0,0.0,70.0
002209,HOMOCINETICA GOL 1.0 /97....,0.0,PC,90.0,153.0,0.0,0.0,70.0
010079,HOMOCINETICA GOL 30 DENTES INTERNO/22,1.0,PC,70.68,113.088,70.68,113.088,60.0
001613,HOMOCINETICA GOL.PARAT.SANTAN 2.0/8V,1.0,KT,102.47,174.29,102.47,174.29,70.0
003601,"HOMOCINETICA GOL/PARATI/SAV 1,6/1,8/2,0",0.0,PC,75.245,128.0,0.0,0.0,70.111
000202,HOMOCINETICA GOL/PARATI/SAVEIRO/1.6/,0.0,PC,59.53,101.201,0.0,0.0,70.0
000314,HOMOCINETICA KADET IPANEMA,0.0,PC,90.0,153.0,0.0,0.0,70.0
000218,HOMOCINETICA NAKAT /GOL/ PARATI/ 1.0/ 16,0.0,KT,90.81,155.0,0.0,0.0,70.686
003895,"HOMOCINETICA PALIO 1,0 SIENA JHC03117",2.0,UN1,103.17,159.913,206.34,319.827,55.0
000204,HOMOCINETICA PALIO/SIENA/1.3/ 1.0/ 16V,5.0,PC,135.2,216.32,676.0,1081.6,60.0
003463,HOMOCINETICA PALIO/SIENA/FIORINPO,1.0,PC,93.2,158.44,93.2,158.44,70.0
004687,"HOMOCINETICA PARATI 1,0 16V 97 /2007",0.0,KT,66.27,112.659,0.0,0.0,70.0
003293,"HOMOCINETICA POLO/1,6/2,0 02/13 SEM ABS",0.0,PC,94.91,161.347,0.0,0.0,70.0
003941,"HOMOCINETICA STRADA /PALIO 1,4",2.0,UN1,140.29,217.45,280.58,434.899,55.0
001067,HOMOCINETICA STRADA 1.4/1.5 FIRE,0.0001,2,0.0,117.83,0.0,0.0,70.0
005277,HOMOCINETICA STRADA 1.5/1.6 98/2009 1.3,2.0,PC,129.0,154.8,258.0,309.6,20.0
009069,HOMOCINETICA STRADA 1.8 24 DENTES,2.0,PC,131.56,210.496,263.12,420.992,60.0
002623,HOMOCINETICA STRADA 1.8 8V 2002,0.0,KT,101.98,163.22,0.0,0.0,60.0
002234,HOMOCINETICA UNO 1.0 85/91,0.0,KT,62.89,106.913,0.0,0.0,70.0
001063,HOMOCINETICA UNO 1.0 /1.3 85/91 1.5/1.5R,0.0001,2,92.2,156.74,0.0,0.0,70.0
001166,HOMOCINETICA UNO 1.0/ 1.3/ 1.5/ 84/96,0.0001,2,0.0,115.0,0.0,0.0,70.0
008810,HOMOCINETICA UNO FIRE/PALIO,1.0,PC,93.01,148.816,93.01,148.816,60.0
004686,"HOMOCINETICA UNO MILER/ SIENA 1,0",4.0,UN1,93.78,150.048,375.12,600.192,60.0
000523,HOMOCINETICA.PALIO . SIENA. 1.0 8V UNO,0.0,PC,80.96,137.83,0.0,0.0,70.0
000199,HOMOCINETICA/ESCORT/,0.0001,2,85.0,144.5,0.0,0.0,70.0
000197,HOMOCINETICA/GOL/PARATI/1.3/1.6/80 /86,1.0001,2,0.0,144.31,0.0,144.31,70.0
000200,HOMOCINETICA/STRADA/1.3/8V/16VFIRE2006,0.0001,2,0.0,161.96,0.0,0.0,70.0
008381,HQJ2177-PASTILHA DE FREIO -,1.0,JG,48.9,75.795,48.9,75.795,55.0
007556,HQJ2213-PASTILHA DE FREIO TRASEIRA,1.0,JG,53.68,91.256,53.68,91.256,70.0
004781,HQJ2216A-PASTILHA DE FREIO SPORTAGE,2.0,JG,94.08,159.936,188.16,319.872,70.0
006708,HQJ2227A-PASTILHA DE FREIO HILUX SW,0.0,JG,84.04,142.868,0.0,0.0,70.0
007232,HQJ2272-PASTILHA DE FREIO PAJERO TR4,0.0,JG,54.32,86.912,0.0,0.0,60.0
004495,HQJ2286-PASTILHA DE FREIO GOL G5 1.0/1.6,0.0,JG,50.22,85.374,0.0,0.0,70.0
007013,HQJ2290A-PASTILHA DE FREIO S10 2.4 FLEX,1.0,JG,90.05,153.085,90.05,153.085,70.0
004494,HQJ2305A-PASTILHA DE FREIO CRUZE 2012,0.0,JG,72.22,122.774,0.0,0.0,70.0
009233,HQJ2331A-PASTILHA DE FREIO - DIANTEIRA,1.0,JG,139.19,222.704,139.19,222.704,60.0
006132,I-CH0347 FABRINI-MOLA SUSPENSAO TRAS,2.0,PC,73.38,140.0,146.76,280.0,90.787
006152,I-FT0366-M FABRI MOLA SUSPEN TRAS ( ),1.0,PC,53.345,90.686,53.345,90.686,70.0
006153,I-FT0419 COME S/-MOLA SUS,0.0,PC,59.75,130.0,0.0,0.0,117.573
006154,I-VW0180-M FABRINI-MOLA SUSPENSAO,2.0,PC,45.67,114.175,91.34,228.35,150.0
002922,ICEBOLINHA OLEO 3-RHO 3372,4.0,UN1,46.05,73.68,184.2,294.72,60.0
006918,IMPRESSORA TERMICA EPSON TM T20X USB,1.0,UN1,936.0,1029.6,936.0,1029.6,10.0
005689,INDUZIDO UNO (NOVO)/PALIO/STRADA,2.0,PC,314.0,376.8,628.0,753.6,20.0
010139,INGRAX MULTIGEROL EP GL5 90 CX12X1,12.0,UN1,21.98,35.168,263.76,422.016,60.0
006013,INGRAX UNIGEROL EP 90 CX 12X1,1.0,LT,11.28,16.92,11.28,16.92,50.0
008337,INIBIDEX 1ML PET LEMA(E),1.0,CR,10.44,11.484,10.44,11.484,10.0
009097,INT.FREIO S10/BLAZER C/ABS,1.0,PC,93.0,102.3,93.0,102.3,10.0
005719,INT.OLEO VW/FORD AE C/INJ.ELETRONICA,0.0,PC,30.0,33.0,0.0,0.0,10.0
002750,INTER. OLE UNO,857221.0,2,0.00012,14.105,22.57,0.0,0.0
003966,INTER.OLE UNO/TIP/ 92/ PAL 7269/13028,0.0001,2,13.01,26.02,0.0,0.0,100.0
004868,INTER.PARAL.S/PL MOD BR TRAMONTINA,1.0001,2,4.15,4.565,4.15,4.565,10.0
004871,INTER.SIMPLES S/PL BR MOD TRAMONTI,0.0001,2,3.022,3.325,0.0,0.0,10.0
003968,INTER.TERMICO76/86C BAIXA1705B,857231.0,6,0.00012,12.485,24.97,0.0,0.0
003272,INTERRPTOR DUPLO,0.0,UN1,4.63,8.18,0.0,0.0,60.0
002179,INTERRPTOR VENTOINHA RADIADOR,0.0,UN1,60.06,93.093,0.0,0.0,55.0
005812,INTERRUPTOR LUZ DE .RE,0.0,UN1,42.92,66.526,0.0,0.0,55.0
003158,INTERRUPTOR LUZ FREIO UNO/ELBA,1.0,PC,20.76,35.292,20.76,35.292,70.0
002888,INTERRUPTOR LUZ RE VW FORD 5,0.0,PC,13.0,22.1,0.0,0.0,70.0
004683,INTERRUPTOR PRESSAO OLEO,1.0,PC,42.47,67.952,42.47,67.952,60.0
002680,INTERRUPTOR PRESSAO OLEO UNO ELBA,0.0,PC,11.0,17.6,0.0,0.0,60.0
004404,INTERRUPTOR PRESSAO OLEO,0.0,PC,15.96,27.132,0.0,0.0,70.0
002689,INTERRUPTOR RADIADOR,0.0,PC,39.0,62.4,0.0,0.0,60.0
003273,INTERRUPTOR SIMPLES,0.0,UN1,4.79,8.46,0.0,0.0,60.0
003274,INTERRUPTOR SIMPLS,0.0,UN1,2.73,4.82,0.0,0.0,60.0
000579,INTERRUPTOR TERMICO.UNO . PREMIO.,3.0001,2,0.0,38.67,0.0,116.01,70.0
003237,INTERRUPTOR UNO,0.0,PC,33.0,52.8,0.0,0.0,60.0
002060,INTERRUPTOR VENTOINHA GOL PARAT,0.0,UN1,46.22,78.574,0.0,0.0,70.0
005537,INTERRUPTOR VENTOINHA RADIADOR GOL,0.0,PC,33.68,57.256,0.0,0.0,70.0
000811,INTERRUPTOR. FREIO. FUSCA OLIMPIC,0.0001,2,0.0,28.85,0.0,0.0,70.0
010098,"IPA POLAR 20W50 API SL (24X0,946)",20.0,CX,16.5,26.4,330.0,528.0,60.0
006809,IPIRANGA F1 MASTER PERFORMANCE,16.0,CX,20.0,30.0,320.0,480.0,50.0
006810,IPIRANGA F1 MASTER SINTETICO 5W30SN,12.0,CX,16.06,24.091,192.72,289.094,50.0
008372,IR18015-ROLAM RODA DIANT UNO 11/ S/ABS,1.0,PC,80.0,92.0,80.0,92.0,15.0
008586,IR18026-ROLAM RODA DIANT UNO 86/PALIO,1.0,PC,66.0,75.9,66.0,75.9,15.0
008589,IR18052-ROLAM RODA DIANT PASSAT GOL,1.0,PC,65.0,74.75,65.0,74.75,15.0
008945,IR18088-ROLAM RODA DIANT FIORINO 94/,1.0,PC,86.0,133.3,86.0,133.3,55.0
004704,IRB100-KIT ROLAMENTO RODA TRAS. GOL,6.0,UN1,25.54,60.0,153.24,360.0,134.926
005734,IRB18026-ROLAMENTO RODA DIANT. UNO,8.0,UN1,49.536,79.259,396.288,634.072,60.001
006852,IRB18052-ROLAMENTO DE RODA,0.0,UN1,45.56,77.452,0.0,0.0,70.0
006914,IRB18085-ROLAMENTO DE RODA DIANT,1.0,UN1,55.88,94.996,55.88,94.996,70.0
007227,IRB18095-ROLAMENTO DE RODA,0.0,UN1,61.505,98.408,0.0,0.0,60.0
005097,IRB18106-ROLAMENTO DE RODA DIANT GOL,1.0,UN1,76.39,130.0,76.39,130.0,70.179
006167,IRB18622-ROLAMENTO DE RODA DIANTEIRA,1.0,UN1,53.475,90.907,53.475,90.907,70.0
005816,IRB200-ROLAMENTO TRASEIRO,3.0,UN1,27.715,50.0,83.145,150.0,80.408
006094,IRB400-KIT ROLAMENTO TRASEIRO,0.0,UN1,52.21,90.0,0.0,0.0,72.381
007180,IRB558-KIT DA BARRA TORCAO PALIO,1.0,UN1,56.125,89.8,56.125,89.8,60.0
005727,ISAFLUIDO 556 - CXC40F1/2,0.0,LT,11.95,17.925,0.0,0.0,50.0
002744,IT CAPA CORREIA UNO FIRE,898203.0,2,0.00012,30.51,48.82,0.0,0.0
008692,IVERMECTINA MASTER LP 4% 200ML,1.0,UN1,153.67,238.189,153.67,238.189,55.0
007850,IVERMECTINA MASTER LP 4% 500ML,1.0,UN1,258.86,284.746,258.86,284.746,10.0
007307,IVOMEC 500ML INJ(E),1.0,UN1,129.08,141.988,129.08,141.988,10.0
004242,IVOMEC INJETAVEL 050ML MERIAL(E),1.0001,2,12.95,14.245,12.95,14.245,10.0
004037,J.HOMOCIN.FX SPICER GOL 325129A,1.0,PC,84.03,134.448,84.03,134.448,60.0
003430,JANELA VENEZIANA GRADE,1.0001,2,75.081,120.13,75.081,120.13,60.0
007794,JARB0006 009-BARRA AXIAL DE DIRECAO -,0.0,UN1,35.72,60.724,0.0,0.0,70.0
006974,JARB0009 009-BARRA AXIAL DE DIRECAO,0.0,UN1,33.005,56.108,0.0,0.0,70.0
009648,JARB0013 009-BARRA AXIAL DE DIRECAO -,1.0,UN1,40.63,65.008,40.63,65.008,60.0
007782,JARB0030 009-BARRA AXIAL DE DIRECAO -,2.0,UN1,52.91,89.947,105.82,179.894,70.0
009798,JBJ451-PIVO DE SUSPENSAO ONIX/COBALT,1.0,UN1,55.29,88.464,55.29,88.464,60.0
005646,JBJ705-PIVO DE SUSPENSAO MONTANA,0.0,UN1,47.48,80.0,0.0,0.0,68.492
004171,JDC01304-JUNTA DESLIZANTE RODA GOL,0.0,UN1,78.27,140.886,0.0,0.0,80.0
004172,JDC01324-JUNTA DESLIZANTE RODA GOL,1.0001,2,98.56,167.552,98.56,167.552,70.0
007569,JDC03302-JUNTA HOMOCINETICA,1.0,UN1,150.36,255.612,150.36,255.612,70.0
007363,JDC04301-JUNTA HOMOCINETICA,3.0,UN1,148.04,236.864,444.12,710.592,60.0
009816,JDC04305-HOMOC CAIXA ASTRA 99/,0.0,PC,270.0,310.5,0.0,0.0,15.0
007766,JE1286X-PIVO INFERIOR FUSCA 72,0.0,UN1,33.92,57.664,0.0,0.0,70.0
007767,JE1287X-PIVO SUPERIOR FUSCA 72,0.0,UN1,33.92,57.664,0.0,0.0,70.0
007791,JFA433-FILTRO DE AR - HONDA CR V,3.0,UN1,53.11,84.976,159.33,254.928,60.0
007588,JFA500-FILTRO DE AR MITSUBISHI L200,1.0,UN1,48.48,82.416,48.48,82.416,70.0
009794,JFAK16-FILTRO DE AR - HB20,2.0,UN1,27.3,40.95,54.6,81.9,50.0
007587,JFO597-FILTRO DE OLEO LUBRIFICANTE,2.0,PC,49.28,83.776,98.56,167.552,70.0
009996,JFOH01-FILTRO DE OLEO LUBRIFICANTE -,2.0,UN1,17.2,27.52,34.4,55.04,60.0
007046,JG .JTA COL./ADM. FT 1.6 583204,0.0,UN1,6.955,11.823,0.0,0.0,69.993
005695,JG ANEIS MOTOR CORSA/TIGRA 1.0 /1.6 16V,1.0,JG,86.95,147.815,86.95,147.815,70.0
006159,JG FIO VELA CABO SUPRESSIVO,2.0,JG,55.905,95.038,111.81,190.077,70.0
006736,JG JTA ESCAP.PST/GOL/VYG 588211/30152JE,2.0,UN1,2.875,4.888,5.75,9.775,70.0
003482,JG JUNTA INJ.ELET.PALIO EX/YOUNG/ELX,2.0,PC,17.75,30.175,35.5,60.35,70.0
003481,JG JUNTA INJ.ELET.UNO/PREMIO IE MILLE,1.0,PC,11.28,19.176,11.28,19.176,70.0
005361,JG JUNTAS MOTOR C/ RETENTOR,0.0,JG,183.04,311.168,0.0,0.0,70.0
003811,JG JUNTAS MOTOR C/ RETENTOR MOTOR,1.0,JG,130.0,221.0,130.0,221.0,70.0
004674,JG JUNTAS MOTOR PARTE SUPERIOR 79257,4.0,UN1,100.56,160.896,402.24,643.584,60.0
001088,JG PASTILHA FREIO SIENA 1.6/PALIO,0.0,JG,41.86,71.162,0.0,0.0,70.0
007047,JG.JTA COL/ADM FT 1.5 583203,1.0,UN1,7.385,12.554,7.385,12.554,69.993
006210,JG.MTR.JTA.FIRE 1.0/1.3 8V 40560/513037,0.0,UN1,53.25,90.525,0.0,0.0,70.0
007048,JGO ANEIS COLET.ADMIS.AT 1.0 16V 588232,11.0,UN1,3.63,5.808,39.93,63.888,60.0
004702,JHC01104- HOMOCINETICA GOL/ SANTANA,1.0,UN1,107.38,182.546,107.38,182.546,70.0
004458,JHC01105 HOMOCINETICA GOL/VERSALES,0.0,UN1,94.9,151.84,0.0,0.0,60.0
004701,"JHC01112- HOMOCINETICA GOL 1,0 MI",1.0001,2,128.17,205.072,128.17,205.072,60.0
007564,JHC0216-JUNTA HOMOCINETICA,0.0,UN1,82.97,141.049,0.0,0.0,70.0
007589,JHC0220-JUNTA HOMOCINETICA,1.0,UN1,154.14,262.038,154.14,262.038,70.0
005474,JHC03108-HOMOCINETICA NOVO UNO 1.0,2.0,UN1,82.045,139.476,164.09,278.953,70.0
006787,JHC03113-PONTEIRA HOMOCINETICA,0.0,UN1,112.025,191.0,0.0,0.0,70.498
005166,JHC03123-HOMOCINETICA FIAT PALIO,4.0,UN1,122.93,208.981,491.72,835.924,70.0
006286,JHC04101- HOMOCINETICA,0.0,UN1,113.15,195.0,0.0,0.0,72.338
006390,JHC04110-HOMOCINETICA CORSA EIXO DHB,0.0,PC,160.0,272.0,0.0,0.0,70.0
005743,JHC04114- HOMOCINETICA COBALT 1.4 8V,1.0,UN1,145.81,247.877,145.81,247.877,70.0
004703,JHC04115-PONTEIRA HOMOCINETICA,0.0001,2,120.04,204.068,0.0,0.0,70.0
007811,JHC08108-PONTEIRA HOMOCINETICA,1.0,UN1,118.24,201.008,118.24,201.008,70.0
009714,JHC08113-HOMOC RODA ECOSPORT 1.6,1.0,PC,220.0,330.0,220.0,330.0,50.0
003351,JOELHO ESGOTO,33.0,PC,1.8,2.88,59.4,95.04,60.0
003355,JOELHO ESGOTO 40MM,8.0,PC,0.7,1.12,5.6,8.96,60.0
003346,JOELHO SOLDAVEL 25MM,37.0,PC,0.35,0.35,12.95,12.95,0.0
003344,JOELHO SOLDAVEL 50MM,10.0,PC,2.8,4.48,28.0,44.8,60.0
006464,JOGO ANEIS BICO INJETOR MPFI,0.0,JG,2.422,4.361,0.0,0.0,80.02
006465,JOGO ANEIS BICO INJETOR MPFI,4.0,JG,2.665,4.797,10.66,19.188,80.0
006466,JOGO ANEIS BICO INJETOR,1.0,JG,5.86,10.548,5.86,10.548,80.0
004414,JOGO ANEIS TBI PAL/SIENA/STR/UNO 1.0/1.3,2.0,JG,15.845,26.936,31.69,53.872,69.997
003437,"JOGO ANEIS UNO FIRE STD7508 0,40 METAL",0.0,JG,198.44,317.504,0.0,0.0,60.0
002368,JOGO ANEL + PISTAO MESPA232840,0.0,PC,178.93,300.52,0.0,0.0,60.0
004338,"JOGO ANEL GOL 82,50 SANTANA SNA6750",0.0,JG,189.76,322.592,0.0,0.0,70.0
006467,JOGO ANEL/FILTRO BICO INJETOR MPFI -,1.0,JG,9.96,17.928,9.96,17.928,80.0
003441,JOGO BRONZINA BIELA MOTOR SAVEIRO G5,0.0,PC,116.79,187.05,0.0,0.0,60.0
002610,"JOGO BRONZINA SBB344 J 0,25 METAL LEVE",0.0,JG,113.68,181.888,0.0,0.0,60.0
003440,JOGO BRONZINA CENTRAL SAVEIRO G5 BC,1.0,JG,194.98,331.466,194.98,331.466,70.0
002611,"JOGO BRONZINA MAMCAL SBC068J 0,25",0.0,PC,143.14,229.024,0.0,0.0,60.0
003402,JOGO BRONZINA PALIO SBB407JSTDSPA,0.0,JG,42.19,71.723,0.0,0.0,70.0
006208,JOGO BUCHA CAIXA DE DIRECAO FIAT,0.0,UN1,2.41,4.097,0.0,0.0,70.0
006601,JOGO BUCHA CAIXA DIRECAO PALIO/UNO,3.0,UN1,3.63,6.171,10.89,18.513,70.0
009495,JOGO CHAVE ALLEN 09PCS UN,2.0,UN1,23.955,38.328,47.91,76.656,60.0
009496,"JOGO CHAVE ALLEN 10PCS 1,5 A 10MM UN",1.0,UN1,11.14,17.824,11.14,17.824,60.0
004824,JOGO CHAVE MESTRA 2PCS 9 A 32MM - JG,1.0,JG,22.706,36.33,22.706,36.33,60.0
002801,JOGO DE CABO DE VELAS SCG69 GM,1.0,JG,97.0,165.0,97.0,165.0,70.103
006207,JOGO G JUNTA MOTOR FOX TT FLEX 1.0 8V,1.0,UN1,66.43,112.931,66.43,112.931,70.0
002353,JOGO JUNTA CABECOTE FIAT 1.0/1.5 80271,1.0,PC,79.29,126.86,79.29,126.86,60.0
007516,JOGO JUNTA,10.0,JG,7.624,12.961,76.24,129.608,70.0
002185,JOGO JUNTA MOTOR GOL 1.6,11307.0,FLXR,0.00012,83.57,142.07,0.0,0.0
003438,JOGO JUNTA MOTOR SAVEIRO G5 80359,0.0,JG,141.5,226.62,0.0,0.0,60.0
003109,JOGO JUNTA STRADA MOTOR 1.6/1.8 FIRE,0.0,JG,58.05,93.14,0.0,0.0,60.0
009008,JOGO JUNTAS COMP MOTOR C/RET SABO,0.0,PC,176.15,273.033,0.0,0.0,55.0
009027,JOGO JUNTAS COMP MOTOR C/RET SABO,0.0,PC,186.32,288.796,0.0,0.0,55.0
008984,JOGO JUNTAS TAMPA DE VALVULAS GRAN,2.0,PC,165.0,189.75,330.0,379.5,15.0
001122,JOGO LONA TRAS UNO FI/90,0.0,JG,11.4,26.23,0.0,0.0,60.0
002819,JOGO LONA FREIO TRASEIRO,2.0,JG,25.89,41.424,51.78,82.848,60.0
001295,JOGO LONA GOL 1.0 16V/1.6/1.8/2.0 00/09,7.0,PC,28.78,46.048,201.46,322.336,60.0
003319,"JOGO LONA TRAS GOL SAVEIRO 1.0/1.6,SAV",2.0,JG,19.84,33.728,39.68,67.456,70.0
001608,JOGO LONA TRAS UNO 85> ELBA/PREMIO,3.0,JG,19.58,31.328,58.74,93.984,60.0
000766,JOGO LONA TRAS.GOL PARAT. VW/274,9.0,PC,18.505,29.608,166.545,266.472,60.0
007279,"JOGO MACHO ACO CARBONO R.G 8X1,25 (JG",1.0,JG,36.39,58.224,36.39,58.224,60.0
005688,JOGO MOLA SAPATA FREIO LD PALIO,1.0,JG,12.0,13.2,12.0,13.2,10.0
005800,JOGO MOLA SAPATA FREIO LE PALIO,0.0,JG,11.0,12.1,0.0,0.0,10.0
001086,JOGO MOLAS TRAS.PALIO 1.0 96 FT0366M,0.0001,2,0.0,71.42,0.0,0.0,70.0
001768,JOGO PARAFUSO CROMADO GOL BORA.,0.0,JG,46.75,99.05,0.0,0.0,70.0
001769,JOGO PARAFUSO CROMADO MONZA KADET,0.0,JG,35.75,75.75,0.0,0.0,70.0
001529,JOGO PARAFUSO CROMADO PALIO.TIPO 2.0,0.0,JG,30.25,64.23,0.0,0.0,70.0
001530,JOGO PARAFUSO CROMADO UNO.PREMIO,0.0,UND,2.29,5.0,0.0,0.0,118.341
001548,JOGO PASTILHA AUDI A3 1.6/1.8 99/02 BORA,0.0001,2,56.45,95.965,0.0,0.0,70.0
001173,JOGO PASTILHA DIANT. UNO MILLER 1.0,0.0001,2,0.0,19.67,0.0,0.0,70.0
002042,JOGO PASTILHA ASTRA 2.0 95 PD/52 FRASLE,0.0,JG,58.46,100.01,0.0,0.0,70.0
000458,JOGO PASTILHA CORSA / 1.0 / 1.4 96/KADET,0.0,JG,24.2,41.14,0.0,0.0,70.0
001597,JOGO PASTILHA CORSA 1.0/94/02 CELTA 1.0,0.0,JG,36.96,57.288,0.0,0.0,55.0
002529,JOGO PASTILHA DIANTEIRO ASTRA ARO 14,0.0,JG,74.14,126.038,0.0,0.0,70.0
001829,JOGO PASTILHA ELBA.FIORINO.86/93,0.0,JG,18.59,31.64,0.0,0.0,70.0
002051,JOGO PASTILHA FIESTA 1.0 96 PD/55,0.0,JG,28.44,48.42,0.0,0.0,70.0
001953,JOGO PASTILHA FIESTA 1.0 96/ 1.3 95/00 P55,1.0,JG,30.43,51.731,30.43,51.731,70.0
001836,JOGO PASTILHA FIESTA/1.0/ KA 1.0 N183,0.0,JG,37.04,63.02,0.0,0.0,70.0
001119,JOGO PASTILHA FREIO COROLLA 1.8 XEI,1.0,JG,49.08,83.49,49.08,83.49,70.0
001997,JOGO PASTILHA FREIO FIESTA 1.0/95 1.3,0.0,JG,20.73,35.27,0.0,0.0,70.0
002281,JOGO PASTILHA GOL,0.0,JG,14.0,22.4,0.0,0.0,60.0
002266,JOGO PASTILHA GOL /VOYAG P17 LONA,0.0,JG,14.09,23.78,0.0,0.0,60.0
002634,JOGO PASTILHA GOL RCPT00111,0.0001,2,0.0,33.97,0.0,0.0,60.0
003147,JOGO PASTILHA GOL/PARARI 1.0/2012 1419,0.0,JG,63.29,101.264,0.0,0.0,60.0
002957,JOGO PASTILHA IDEA ADVENTURE 1.807/10,1.0,JG,70.17,119.289,70.17,119.289,70.0
001544,JOGO PASTILHA PALIO 1.0.SIENA 8V,16.0,V,1.00012,0.0,27.18,0.0,27.18
002096,JOGO PASTILHA PALIO 1.0 P90 LONA FLEX,1.0,JG,38.72,65.825,38.72,65.825,70.002
001241,JOGO PASTILHA PALIO.1.6/16V WEKEN,0.0,JG,28.34,45.38,0.0,0.0,60.0
001810,JOGO PASTILHA PUNTO/PALIO,0.0,PC,49.0,78.4,0.0,0.0,60.0
003012,JOGO PASTILHA RENAULT 93/96 R19 CLIO,0.0,JG,42.92,72.964,0.0,0.0,70.0
003890,JOGO PISTAO COM ANEIS STRADA MOTOR,0.0,2,148.2,251.94,0.0,0.0,70.0
001924,JOGO PISTAO COM ANEL PALIO.SIENA 1.0,0.0,UN1,92.482,157.22,0.0,0.0,70.0
002606,JOGO PISTAO COM ANEL SPA9190040 UNO,0.0,UN1,103.117,175.3,0.0,0.0,70.0
002613,JOGO PISTAO COM ANEL UNO FIRE 1.0,0.0,UN1,94.245,160.216,0.0,0.0,70.0
003439,JOGO PISTOES COM ANEIS SAVEIRO G5,4.0,PC,139.5,223.42,558.0,893.68,60.0
002300,JOGO SAPATA CORSA,0.0,JG,52.0,83.2,0.0,0.0,60.0
002293,JOGO SAPATA FREIO CORSA AGILE,0.0,JG,53.0,84.8,0.0,0.0,60.0
002288,JOGO SAPATA FREIO UNO /PALIO,0.0,JG,120.0,192.0,0.0,0.0,60.0
002505,JOGO SAPATA HILUX 2.5 TY/327,0.0,PC,132.36,211.88,0.0,0.0,60.0
001771,JOGO SAPATA PALIO 1.0/UNO 1.5/1.6 08,0.0,JG,64.08,135.76,0.0,0.0,70.0
001998,JOGO SAPATA PRISMA 07/12 CELTA 01>,1.0,JG,53.98,91.84,53.98,91.84,70.0
004634,JOGO VELA AGILE 1.4/UNO 1.5 PALIO,7.0,PC,16.47,26.352,115.29,184.464,60.0
002093,JOGO VELA CORSA / CELTA BR7ES D,8.0,UN1,8.997,15.296,71.976,122.368,70.012
